"","X.3","X.2","X.1","X","votes.funny","votes.useful","votes.cool","user_id","review_id","stars","date","text","type","business_id","foodtype","howmany","avgrev","count12","count_bef","count14","count15","location","user_avg_asian","price","avgstar","isPA","isNC","isAZ","isNV","isWI","isQC","isburg","gdpcap","like","isasian","countreturnasian","goback","returnasian","is_bef","is2014","is2015","price_bef","avgstar_bef","price14","avgstar14","price15","avgstar15","numdate","porpreturn","diffstar","shock","price2","avgstar2","rating2"
"23",51,13,343677,343677,0,0,0,"GP-h9colXgkT79BW7aDJeg","jb7bCsImD8b7myVsQnvtFQ",4,"2011-08-21","Really good, really unique.  I had never had Ethiopian food, but we went out with (vegetarian) friends who recommended it, and we're always game for something new.

Super-friendly owner and waitstaff.  The food was super tasty and lots of fun.  I decided to pass on the meat dishes and go veggie like our friends did, and we had a wonderful array of stews.  I ordered the vegetarian  was terrific.  A couple of lentil dishes, chickpeas, split yellow peas, string beans w/carrots & onions, and a potato/cabbage mix.  Really tasty, and fun to pick up the stews with the injera (kind of like a firmer crepe/pancake.  Reminded me of eating a mix of Moroccan, Lebanese and Indian foods.  So good.

The iced black tea (with cinnamon, cardamom & cloves) is a great accompaniment. 

We'll be back.","review","-bd26a1QEEpqUZjBmtBUiQ","Ethiopian",83,3.86746987951807,0,1,0,0,"AZ",4,2,4,0,0,1,0,0,0,0,0.7,1,0,0,0,0,1,0,0,1,4,0,0,1.64414414414414,3.5213447171825,15207,0,0,0,0,0,0
"24",54,13,1786076,1786076,1,1,2,"DumgEI1hiLXyb7T_joYl3w","mh833as_k5uoPU51_Tt0gA",3,"2013-06-24","I have wanted to come to Japanese Curry Zen for some time now and finally went for lunch with a friend. I had never had Japanese curry so I didn't really know what to expect although I had seen some photos and honestly the dishes did not seem to aesthetically pleasing. But I had heard great things and my friend was always raving how good it is so I went with an open mind.

I went with the chicken cutlet and the croquette. The taste was ok, but it definitely could've used some vegetables. Yes, they have corn, but something green would've been nice. It would've lent the dish some freshness too, I think. What with the rice, the croquette, the breaded chicken and the brown sauce, it just seemed kind of monotonous to me. 

The price is very reasonable, lunch was under ten dollars WITH TIP and the waitress was super friendly.","review","BVCDPqlHMDPLWn9EhdDXNg","Japanese",33,4.09090909090909,0,12,0,0,"NV",4.16666666666667,1,4.5,0,0,0,1,0,0,0,1.3,0,1,4,1,1,1,0,0,2,4.04166666666667,0,0,1.64414414414414,3.5213447171825,15880,0.121212121212121,-1.16666666666667,0,1,4,5
"25",55,14,193135,193135,0,1,2,"NQ1FQJvmmpdt2Amll84gMA","swUEn3f3CpM9TLu5W5Ko_w",4,"2010-12-30","This place had great atmosphere--a perfect gem in the wall. It's not a huge restaurant but that's what makes the service better. The staff was very hospitable and attentive. We met the manager Rick, who is the most sweetest, humble guy. It's great for groups of 5-8, but I went with a party of 16, which slowed the timing of the food. (Totally understandable--since they aren't use to such a large party). 

The food portions are family style, and are reasonably priced ($6-$18) We ordered their signature samosas (2 kinds: beef & veggie) that's served with 8 different kinds of dipping sauces (my favorite is the green cilantro one), the butter chicken (yummy creamy tomato curry), the lamb koran (coconut curry), chicken koran, garlic naan, sweet & spicy chicken, tandoori chicken (sooo good!), and a couple more curry dishes-- which I can't remember the name. Everything was really good, and this was my first time eating indian food. All the dishes were very flavorful. Also!! Try their mango ladee drink (it's a creamy yogurt smoothie) and also their signature rice pudding for dessert. Indian food is my new addiction, thanks to Samosa Factory :D~","review","LM71VvmoAWDD5z8h7XoVig","Indian",65,4.2,0,5,3,3,"NV",3.8,2,4,0,0,0,1,0,0,0,1.3,1,1,12,1,1,1,1,1,1.6,3.6,2,3.83333333333333,2,3.83333333333333,14973,0.184615384615385,0.2,1,2,4,5
"26",56,14,201000,201000,0,0,1,"yi8dP5fao9o-LhcLQ5_v5A","XU6hjDaXOoqwci6a_LMqgw",5,"2014-05-03","Ordered take out last night and it was my first visit here. The place was packed on a Friday night and I'm pretty sure I took the last parking spot in this very crowded stripmall. I've never had Korean food before so I went with the most popular yelp item reviewed... the meat jun

From the first bite, I was in love. There's this burst of flavor that reminds me of food I've had in Hawaii (go figure). I know something is good when I can't stop thinking about how good it was and when I can get back. Thank goodness I live close by  so Island Style will be one of my new hot spots. I'm definitely looking forward to the eating in experience.

I have to thank yelpers for finding this as I don't think I honestly would have ever tried it on my own.","review","xxOQ7h6s3InV8o8DOVHlMA","Korean",5,4.4,0,4,1,0,"NV",3.75,2,4.5,0,0,0,1,0,0,0,1.3,1,1,1,0,1,1,1,0,1.5,3.75,2,4.5,1.64414414414414,3.5213447171825,16193,0.2,1.25,1,0,0,0
"27",58,14,343706,343706,0,2,0,"0KwVXPj_S0pFZgX842V0YA","2R8D-Vn6K-FoaXICrK1Ajg",5,"2012-05-05","First time we had Ethiopian, and boy was it an experience! If you've never had Ethiopian before, you should definitely try it out.

I don't think you can go wrong with anything you get here.  I think we had a beef stew and a lamb dish.  The food is all presented the same. Everything comes out on top of a plate with a giant piece of injeera, as well as a basket of extra injeera on the side. There are NO utensils, so be prepared to get messy! Still, that is part of the eating experience, and it's fun! 

The food was delicious. It had a nice spicy kick to it, and the injeera was, well, very different. My best description of it is a spongy, sourdough-flavored crepe. But really, you just have to try it.

The food portions didn't seem like a lot, but it gets filling very fast. When the food came, we thought we'd eat it all and then need to order more, but we only ate a little more than half and were full! Because of that, the pricing is excellent (just a little over $10 a plate). We felt the service was excellent as well. Our water never went below the halfway point!","review","-bd26a1QEEpqUZjBmtBUiQ","Ethiopian",5,4.4,0,0,0,0,"AZ",3.5213447171825,2,4,0,0,1,0,0,0,0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15465,0,1.4786552828175,1,0,0,0
"28",59,14,597965,597965,1,1,0,"WI4DyaHOz9SMhngG83QbNA","TeJz7bWbUY1ed50fKnXl2A",3,"2011-01-30","This was the first time eating Vietnamese food for both my husband and I.  we started with the veggie egg rolls and they were really tasty with lots of veggies to eat with them.  we got a pho that had some meat in it, next time I will get the veggie one.  I ordered the house fried rice by mistake, It was OK kinda greasy and I am not big on meat so I picked around alot.  ordered the pork short ribs with caramelized onions based the the great reviews on here and honestly they  grossed my husband and I out,  he said the smell was repulsive to him and I thought they really smelled like dirty pig.  all in all we enjoyed most of our meal. we will go back because there were other things we wanted to try. there was a guy waiter there and I wish he had served us he was very good at recommending things and explaining the dishes to his tables.","review","IC8no-tIdDWgkYzb5d-Nvw","Vietnamese",23,3,0,3,0,0,"AZ",3.33333333333333,1,4.5,0,0,1,0,0,0,0,0.7,0,1,4,0,1,1,0,0,2.33333333333333,3.83333333333333,0,0,1.64414414414414,3.5213447171825,15004,0.173913043478261,-0.333333333333333,0,0,0,0
"29",61,14,1786077,1786077,0,2,1,"XpxK7cAT4R3wQjHOZccasw","wQqGQ2eOHdGuuVK6bxYJxg",4,"2013-06-25","My first time eating Japanese Curry!

I have to say, if one were to compare them to Thai, Indian, or other curries I've had in the past, Japanese curry seemed more bland and thick, almost like a gravy.

They had plenty of seasoning shakers on the table though, so a few sprinkles of extra hot woke up the dish, and it was very enjoyable!

We tried a little bit of everything here, with Cathy ordering the Pork cutlet, Chicken Cutlet, Kurobuta Sausage and Croquette for us to try. It was cooked well, with lots of juicy meat and great flavor in the breading. 

This place is super tiny, so not for the claustrophobic...but a great place to get some good eats for not much money!","review","BVCDPqlHMDPLWn9EhdDXNg","Japanese",180,3.82777777777778,0,59,13,3,"NV",4.20338983050847,1,4.5,0,0,0,1,0,0,0,1.3,1,1,43,1,1,1,1,1,0,3.89830508474576,1.76923076923077,3.84615384615385,1.33333333333333,3.83333333333333,15881,0.238888888888889,-0.203389830508475,0,2,4,5
"30",62,15,194465,194465,0,3,0,"Tt88fGVlVMTGyQptdj4CBA","zD3REpOG6QNlvd8u03pueQ",4,"2011-07-19","This review is based on my first time eating at an Indian place!

Went to this place as a suggestion from my friend,jon, who loves this place.

Went on a Friday night and it was pretty empty. There was about 5 parties there ranging from 1 to 6 people pet table.

The staff seemed pretty bored, which added to the boring ambience. There's nothing that makes it scream, ""Indian restaurant"". 

Our wait staff was pretty good, always there when we needed.

They gave us a little too much time to over view the menu.

I'll start off with the appetizers.

There's a complimentary plate of a baked type of chip? That's served with 2 different sauces. One was sweet and red like a thin chutney. The other was spicier and green like a salsa verde. Overall it reminded me of chips and salsa. 

We ordered meat Samosas to start. They're pretty much ground beef empanadas with Indian seasonings. Overall it was good, but definitely not a stand out I'd go back for. Very mild.

I ordered a tasting dinner.

This came with: basmati rice, naan, a goat curry, a chicken curry, and a shrimp curry. It was also served with a cool, cucumbery, white sauce and a sweet dessert cup.

The portions were good; enough to share.

Although it was all really good.. The food definitely tasted like it just came out of serving pots. The only one that seemed like the meat was stewed in the curry was the goat. The chicken and shrimp servings came off as if the chicken or shrimp was added into the sauce before being brought out. 

Also, the three different curries seemed to be of varying heat. The goat was most mild, then the chicken, and then the shrimp being the spiciest. 

I'd definitely recommend getting this ""meat dinner"" if you've never had Indian food. 

You get a little taste of everything.

The menu was definitely hard to understand. There's one goat,  one veggie, one seafood, and one chicken section each with about 6-8 different options to have your choice of entree in.

The descriptions really don't give any idea of what to expect from what you order. I.e. Chicken in spicy curry sauce VS. Chicken in very spicy curry sauce.

I hated the seating of this place. They should definitely get a new interior designer. The tables are so close with no booths! I felt like I was unintentionally eaves dropping everyone's conversations.

For food: I'd definitely give the food a 4.5 out of five. The only complaint would be my food wasnt served completely piping hot. One dish was warm while the others weren't ect. But taste was definitely awesome! All the curries were different like I ordered three different dishes and eating with naan or rice changed the tastes too.

Service: 4 out of 5. It was satisfactory and I have no complaints, but nothing spectacular.

Price: 3 out of 5. I'm a huge fan of Thai curry, but it just doesn't seem worth it for the price. My meal with one mango lassi(which was underwhelming) and Samosas($7) was about $45. It's about 2 cups of curry, rice, and naan for $21-24 dollars. 

I would definitely go back! But only when I want to splurge. I'd rather go get Thai curry :]","review","cZxez9tUb9hqV3KXq5YPAQ","Indian",169,3.88165680473373,0,0,14,13,"NV",3.5213447171825,2,3.5,0,0,0,1,0,0,0,1.3,1,1,47,1,1,0,1,1,0,0,1.42857142857143,3.85714285714286,1.61538461538462,4.11538461538461,15174,0.27810650887574,0.478655282817503,1,2,4.5,4
"31",63,15,309589,309589,0,0,0,"eA7hkwrrknhxhqs-dOhDYg","sFqWf3W2BSsfvfD9ksCtpQ",4,"2009-02-16","My boyfriend and I ate here at couple of weeks ago.  I had never eaten Korean BBQ before so we decided to try it.  The food was good, but what I really liked in the restaurant was the fact that we could cook our own food.  It was a lot of fun and something my boyfriend and I could do together.  The downside to this is that you come out smelling like food but all in all, a good experience.","review","Lvf3N3cfLAmOc5y8Eg8KDg","Korean",40,3.925,0,0,0,0,"AZ",3.5213447171825,2,3.5,0,0,1,0,0,0,0,0.7,1,1,3,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,14291,0.075,0.478655282817503,1,0,0,0
"32",66,15,1786132,1786132,3,2,2,"3ceE2d7-nRLASFIALsnorg","e98kmly_T0Lqqq-tLoasYQ",4,"2013-11-27","Japanese Curry Zen. I've never eaten Japanese curry before, so I decided to try it for the first time at this highly-rated establishment. The photos of white rice and brown curry on plain white plates did not stimulate my appetite (slightly unappetizing looking), however, those 150 Yelpers before me could not all be wrong. For our late lunch, we shared a regular-size order of rice and curry (spice level 0) with the 5 piece Kushi Curry option. I'm not sure of the ""right"" way to eat curry, so I mixed together the rice and curry slurry and dug in. Mmm. Wow, it's really very yummy, a fantastic combination of spices. The skewers of fried goodies were all pretty good too. I really liked the potato croquette. It was something like mashed potatoes rolled in an egg mixture and coated with panko, then lovingly lowered it into the deep fryer. The panko-coated fried quail eggs were slightly rubbery and had a green-grey tinge around the yolk, but no biggie. Most people boil the heck out of eggs. 

Yelp did me right. Thank you! 
*Low prices 
*Filling, low-brow tasty Asian fare
*Nice service
*Tiny hole in the wall with a few bar stools and (three?) small tables, so try to come at off-peak meal times. The tables seat four, so when a group of six came in, they stood in the middle of the restaurant and watched the two parties of two eat their food. Awkward! I wouldn't mind some breathing room to scarf down my lunch... :P","review","BVCDPqlHMDPLWn9EhdDXNg","Japanese",8,3.75,0,3,1,0,"NV",4,1,4.5,0,0,0,1,0,0,0,1.3,1,1,3,1,1,1,1,0,2,4,1,4,1.64414414414414,3.5213447171825,16036,0.375,0,0,1,4,4
"33",67,16,260773,260773,1,1,0,"TY12k2PteyQCmx1U9MsEqA","2FPnMOxvLsWa2UHg_Eg8aA",4,"2009-10-12","I am a recent fan of Indian food and have only had three places that serve it and no expert on the matter. As such, I would say this is very good and the staff is very helpful. 

This was my first Indian food experience and I have came back on many occasions. I always come for the lunch buffet (M-F 11-2:30, S-S 12-3) and they always have a big selection. They boast that they have 45 items which I am sure includes the condiments because there are usually only 10 main dishes (50% vegetarian). The Naan is some of the best I have had.

They have a big menu for lunch or dinner (Tandoor, Chicken, Lamb, Seafood and Vegetarian).  If you have never had Indian food I would highly recommend this place for your first meal.","review","330OW1waJYEv7CXgcSwLSQ","Indian",1,4,0,0,0,0,"NC",3.5213447171825,2,3.5,0,1,0,0,0,0,0,1.1,1,1,1,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,14529,1,0.478655282817503,1,0,0,0
"34",68,16,343778,343778,0,0,0,"Hi7VohxSS5OBt98w4j8t4A","a7oIKuSc2cUUzqS996vwXA",5,"2014-05-04","My first time here and it did not disappoint!

I never had Ethiopian food before so I had no idea what to expect. First of all, the service was wonderful. Kind and warm and lots of smiles. I love all the authentic decor inside. It is not fancy but it is homey and has some great authentic crafts and pictures to really get a good feel for the Ethiopian culture.

The food was so good. My husband had the fish, lamb, and collard greens. He loved it all but especially the fish. I had the cabbage and potatoes, red lentils, and collard greens. Loved it all as well. The lentils were medium spicy, just right. A little reminiscent of Indian food. The collard greens were mouth watering. Cooked perfectly.

The flatbread thing it came with was definitely unique. Spongy and a bit sour. Takes a little getting used to but its good! 

They recommend picking 3 of their ""mini"" entrees. Each one is a very generous scoop. We each had 3 and we were stuffed. Next time we are just ordering 2 each... it is very filling. 

I was disappointed that they only had one Ethiopian beer in stock... the menu said there were 3. I wanted a lighter Ethiopian beer to complement my meal but they only had a dark brew. The selection of other beers they have are limited but good. I settled for an ice cold Stella.

We have to try their tiramisu next time. It is supposed to be the best in the valley.","review","-bd26a1QEEpqUZjBmtBUiQ","Ethiopian",17,3.52941176470588,0,13,5,1,"AZ",3.92307692307692,2,4,0,0,1,0,0,0,0,0.7,1,0,0,0,0,1,1,1,1.76923076923077,3.34615384615385,2,3.5,1,4,16194,0,1.07692307692308,1,0,0,0
"35",71,16,1786186,1786186,1,1,1,"2ptijfyZXRJK43zRcSiwSw","-4uhd5-PzM4a7V6Mudkk1w",4,"2014-04-04","I really liked this place.  I've never eaten Japanese curry before so I have no frame of reference.  But I really liked the taste.  

This was as ""comforty"" as any comfort food I can get back home in the land of the Norwegians and Germans.  Spicier, but still great comfort food.  I'd stack this up against cheese buttons or klub any day!  You probably don't know what cheese buttons or klub even is.  Trust me...anything that stacks up to cheese buttons and klub is pretty freaking good.

The waitress and cook talked me down from a spice level 5 to a spice level 3.  I think they were concerned for my safety or something.  :)  Wish I would've stuck to my guns, oh well.

I shall return.","review","BVCDPqlHMDPLWn9EhdDXNg","Japanese",21,4.04761904761905,0,4,5,3,"NV",4.75,1,4.5,0,0,0,1,0,0,0,1.3,1,1,6,0,1,1,1,1,1.5,4.25,1.2,4.2,1.33333333333333,4.16666666666667,16164,0.285714285714286,-0.75,0,0,0,0
"36",72,17,713706,713706,0,0,0,"QDRlK8_pIhRm0NIMevkoUg","-_N5IFK7Mu8VqnzmV93FNg",4,"2010-04-14","I have never had Vietnamese sandwiches before and this seemed to be the place to go to try it. I was visiting from Chicago not too long ago and was happy to be able to get some authentic Vietnamese fare. I tried the #2 sandwich,cant remember exactly what it had but it was fresh, simple yet very tasty. I also tried the BBQ pork one on another day and was even more impressed. I love that their prices are very affordable. One of these sandwiches beats spending 5-7 dollars at subway any day!!

Oh an another plus, my friends and I who were traveling back to Chicago decided to pick a sandwich up for the plane ride. I ended up not eating it till after landing and the sandwich held up really well throughout the whole day!","review","Ni9aqkG_fNWrH02VNlRhLQ","Vietnamese",6,3.83333333333333,0,0,0,0,"NV",3.5213447171825,1,3.5,0,0,0,1,0,0,0,1.3,1,1,2,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,14713,0.333333333333333,0.478655282817503,1,0,0,0
"37",74,18,346016,346016,0,0,0,"adbGzWWooOw2C0mqUic10A","uE8xQgYhg9zAEKh1asHjew",5,"2014-08-23","Last night was my first time ever having Indian Food. I had always wanted to try it, but I never had the opportunity. Before I begin, let me just say that not all Indian food has curry in it, contrary to popular belief. That's like saying all Japanese eat sushi or RAW sushi, and that's also not entirely true.   Anyway, they start you off with papadum, which is a seasoned crispy tortilla that they serve with chutney. If you've never had chutney, the best way I can describe it is to think of it as a spicy pesto, with a subtle hint of mint. For the appetizer, we had samosas (you can get it with chicken or vegetables, we opted for the vegetables), basically an Indian egg roll. The dipping sauce they serve it with reminded me of funnel cake. So delicious! My entree was the chicken tikka masala. They give you a choice of spice-level of one to fifteen.  I opted for an eight, only because I've never had Indian food before (as I mentioned) and I didn't want it too hot for my first time nor did I want it bland. An eight was just right. And I'm amazed how rich their food is. I will definitely be going back! 

Oh, if you're curious, my fiancé had bhindi masala, which was equally good. His dish had some curry in it, mine did not.  :) The people who work there are friendly, but don't expect to hold a conversation with most of them. They know enough English to ask for your order, if they can get you anything else, and that's about it. But they are very nice people. It's nice to go into a restaurant like this one and see other Indians eating AND working there. As I said, I will definitely go back! 

I forgot about the dessert!! They give you this dish that has something that looks like a donut hole that's in rice pudding. It wasn't too sweet - it was just right for what was for dinner. If you haven't tried this place yet, you're definitely missing out! And don't be afraid of the spices. If you stick with the middle and work your way up (8 or more), you'll be fine. :)","review","JsanjIgKkl_b6kc4qWC55Q","Indian",10,4.2,0,5,2,0,"AZ",4.2,2,3.5,0,0,1,0,0,0,0,0.7,1,1,2,0,1,1,1,0,1.8,3.9,2,3.75,1.64414414414414,3.5213447171825,16305,0.2,0.8,1,0,0,0
"38",75,18,741772,741772,1,1,0,"kos4MkM2h0UAdupVDuTziQ","WW8BrFVhgF2HmZlCXq0P6Q",5,"2007-06-14","I can't believe I have not reviewed this place.  I live just a mile away from this place and I stop there on the way home from work quite often.  The service is great, the food is delicious and when I order to go it is fast and the order is always correct.  I have never had Vietnamese food from any other place so I don't really have anything to compare it to, but I have loved everything I got from here,  even the tripe in my Pho!","review","_HTE4pOKeJC7kcxiCF9vTA","Vietnamese",42,3.73809523809524,0,1,0,0,"AZ",4,2,4,0,0,1,0,0,0,0,0.7,1,1,1,0,1,1,0,0,1,3.5,0,0,1.64414414414414,3.5213447171825,13678,0.0238095238095238,1,1,0,0,0
"39",76,18,983633,983633,0,0,0,"IPnjMf7DdoYCJdKyYVEHOw","KdYa7slrTNVR13hLgq6ZXg",3,"2013-02-02","I've eaten here twice just because I love the look of the place. 

Both times the staff has been friendly and the service adequate.

My complaint here is the food. I just don't find it appealing. Now it could just be me. I've never had Greek food before. So perhaps I just don't like it.

I'd probably go here again for a drink as I do like the place. it's fun and different.

If I was to eat here again I'd try to find something more American that I'm use to.","review","u0cuE27NIdXAil6i-scRGw","Greek",87,3.55172413793103,0,1,1,0,"NV",3,2,3.5,0,0,0,1,0,0,0,1.3,0,0,0,0,0,1,1,0,1,4.5,1,3,1.64414414414414,3.5213447171825,15738,0,0,0,0,0,0
"40",77,18,1786321,1786321,0,0,0,"oRA5ppvW0wMnMeCWpDYo7A","__NpfAXALKKPdTyGiStq8Q",4,"2015-01-26","I went on a hike at red rock canyon. Afterwards I was starving for some spicy food. I wanted to try something new and I was in Chinatown area. I've never had Japanese style fried chicken with curry sauce. It looked interesting, so I decided to stop by.

I started out by ordering Ashi ($2.95/small glass). I ordered Toko-yaki (~$4) and fried shu-mai ($3.75). Toko-yaki was batter was good, but the octopus was bit too chewy. Fried shu-mai are really small, but they have good flavor and frying anything makes it great. 

My main course meal was the chicken katsu with level 10 spicy curry. This might be the first restaurant to charge money to make things spicy (like I won't be paying a price next morning). When I the plate the curry sauce looked red hot (not sure if you can see it in the pic), but upon eating it I was bit disappointed with the spice level. However, I became a fan of this meal. I think this is the best way to eat a fried chicken. The chicken was tender and the batter was just the right amount. Rice and curry also complimented very well with juicy chicken. The price is also perfect $9 for the whole meal. 

I will definitely be back for more. The only negatives I can say is that the TVs are tiny, and I wish the bathrooms didn't smell like someone had a curry explosion. The service is good and the servers take their time to explain the menu item if you are new. 

Check out this place, it really is a gem, but stay away from their bathroom and bring a pair of binoculars if you want to watch a football game on their TV.","review","BVCDPqlHMDPLWn9EhdDXNg","Japanese",44,3.5,0,17,6,6,"NV",3.64705882352941,1,4.5,0,0,0,1,0,0,0,1.3,1,1,5,1,1,1,1,1,1.70588235294118,4.05882352941176,1.5,4,1.66666666666667,4.08333333333333,16461,0.113636363636364,0.352941176470588,1,2,3.5,3
"41",80,19,741775,741775,2,3,3,"Rt9fD4mPsz4o3Octv97oMw","qgKbJjp_AMbwAmO5_B6xfg",4,"2008-01-25","Never had Vietnamese food before, but I really enjoyed it.  I recommend their specialty drink, its a Ginger Lemonade.  I also HIGHLY recommend their fresh veggie spring rolls with a peanut dipping sauce, I liked these so much I came back 2 days later and order 2 to go, one for dinner and one for lunch, then we had some pork pattie and pickled papaya over some noodles, it was amazing, and very light on the stomach, not to be confused with hunger, I was not hungry still, but I wasn't Hometown Buffet stuffed either. Go!","review","_HTE4pOKeJC7kcxiCF9vTA","Vietnamese",2,4,0,0,0,0,"AZ",3.5213447171825,2,4,0,0,1,0,0,0,0,0.7,1,1,2,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,13903,1,0.478655282817503,1,0,0,0
"42",84,21,356269,356269,1,2,1,"DOJM58OkGSsIdk2qCUZnLQ","_sl8LiIMmjkkAFs9uXUJOw",5,"2010-09-01","Wow. Just, wow. I've never had Indian food make me say that. Granted, I've only had it one other time, and it was pretty good. But this? Wow.

It wasn't very busy when we arrived, so we were seated right away, and it really has the feel of a ""Mom and Pop"" restaurant. Very nice couple, and a comfortable laid back atmosphere. I'm glad I was with my sister because she knew more about the food than I do (but I'm learning!), and I decided on the curried shrimp, which came with rice and 4 different soups on the side. Sis gave me a bite of her Chicken Biryani, and that was pretty yummy too. SO MUCH FOOD! And it was all delish. I wanted to keep eating even though I was ready to burst. The price with the amount of food you get was surprising, I expected it to be much more than it was.

I can't wait to go back, and I would not complain at all making the drive from east Gilbert! Wow!","review","y3V2jqKmvWjyo9Mc-Ipn4g","Indian",169,3.80473372781065,0,3,2,0,"AZ",2.66666666666667,2,3,0,0,1,0,0,0,0,0.7,1,1,0,1,0,1,1,0,1.66666666666667,3.66666666666667,2.5,3.75,1.64414414414414,3.5213447171825,14853,0,2.33333333333333,1,0,0,0
"43",85,21,406186,406186,0,0,0,"3NbjlzctYS-HpEm4suHxGg","Eo4D0ZMKwasggMJc8RlHdA",4,"2014-03-03","This was my first time eating Ethiopian food.. and I think it was authentic? The servers didn't speak much English but that made the experience so wonderful! I can't remember what I ordered, but I know that I liked everything I ordered (and everything people at my table ordered as well). It was really cool because they don't eat with silverware, they use the sour-dough like bread to dip into the sauce! The service was so great and the food tasted delicious!","review","22xuKtFKYUXhTbIjkxGFQw","Ethiopian",26,4.07692307692308,0,0,3,1,"NV",3.5213447171825,1,4,0,0,0,1,0,0,0,1.3,1,0,0,0,0,0,1,1,0,0,1.66666666666667,4.16666666666667,2,4,16132,0,0.478655282817503,1,0,0,0
"44",86,21,690137,690137,0,0,0,"2zZzAw2AaEO4oKCW4y9Itg","9E2l0Y8K-LVrPP7-Mrxg_w",5,"2011-09-26","While in Vegas we spent most of our time on the strip.  But we met a friend at this place.  She lives in Vegas so she knows all the good places off the strip.  This was a great pick.  

I have never had Korean Bbq before this.  I am in love.  We ordered a meal that is meant to be shared.  Three of us shared it.  They bring out all these sides like egg, sprouts, peppers, kimchi.......you name it, it was on the table.  Then they heat up the grill in the middle of the table and put different cuts of beef and pork on it.  YUM!  Its was so tastey, we couldn't stop eating it.

I only wish there was a Korean Bbq place in my neck of the woods.  We would be there all ther time!","review","Hb6n-TyLhEDdCyPyH3E3oQ","Korean",9,4.88888888888889,0,0,0,0,"NV",3.5213447171825,2,3,0,0,0,1,0,0,0,1.3,1,1,2,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15243,0.222222222222222,1.4786552828175,1,0,0,0
"45",87,21,1786372,1786372,0,0,0,"ar26BXwg2Eo4Ib9_CvOVNw","z-zCWbT4FGo6qjSWK46JYw",4,"2015-07-20","Went Sunday 7-19-15 around 12:30 PM.  Waited outside for almost an hour.  Not an easy thing to do when you have a 1-year-old when it's 95 degrees outside.  But that's not their fault.  The place is kinda small and the ""waiting list"" is just a sheet of paper you have to write your own name on and they'll call you when there's a table ready.  
It's just west of Decatur on Spring Mountain. It's in the same shopping center as Monta Ramen, Kung Fu Tea, and Raku. 

I'd never had japanese curry before.  I got the chicken katsu+curry spicy level 2+corn+cheese. I left a $4 tip and the total was $15.52.  I can see why this is crave-worthy.  The only thing I can compare it to is curry-wurst in Germany.  It's like a thick brown gravy with curry in it.  The chicken was fried perfectly in a panko coating but was incredibly bland.  Maybe it's supposed to be like that to balance the strong curry.  The rice was wonderfully sticky and the cheese made the whole dish feel comforting.  

Level 2 spicy was just enough...my white girl palette can only handle so much.  It would be really good with french fries I bet.  I liked it and I'd eat it again.","review","BVCDPqlHMDPLWn9EhdDXNg","Japanese",87,3.83908045977011,0,6,1,11,"NV",2.66666666666667,1,4.5,0,0,0,1,0,0,0,1.3,1,1,6,1,1,1,1,1,1.5,3.58333333333333,1,4,1.36363636363636,3.81818181818182,16636,0.0689655172413793,1.33333333333333,1,1,4,5
"46",88,22,406191,406191,0,2,0,"kJqSnakTIxJ4-oxuUZethw","C8eJT8hKNsHrp2-4dbzC9g",5,"2014-06-28","A cab driver mentioned this place. He said that all the Ethiopian cabbies go there after their shift, because it's open till 2 AM.
I had never had Ethiopian food, but when my wife told me that Ethiopian restaurants offer raw meat, my interest was definitely piqued. 
The place is small and we were the only ones there.
The woman that served us was also an owner, and she was one of the nicest, most patient, and knowledgeable server that I've ever had.
She explained all the dishes to us, but I was only interested in trying the raw beef.
The bread was not my favorite thing, but I can honestly say that it was nothing like I've ever tasted before. Spongy, sour, and I learned that it is not cooked, just poured onto a flat surface and left to set.
The raw meat was reminiscent of steak tar-tar, except that it was a huge portion.
I would have preferred it a little less seasoned, but the server told me that the next time I go there, I should order a different raw dish that would better suit my taste. 
My wife ordered some vegetarian plate, so I didn't taste any of her dish, but for what it's worth, it looked good. 
They also owned a little shop next door, and our server walked us there and introduced us to one of her relatives who was behind the counter. This server was so nice.
There was a little room in the back with a billiards table, but the rules of the game were too complicated for me. It wasn't like regular pocket billiards.
The service was excellent, and I can't fault them for the food not being particularly suited for my taste.
The food was fresh, healthy, and I will be going back to try some of their other dishes.","review","22xuKtFKYUXhTbIjkxGFQw","Ethiopian",31,4.09677419354839,0,6,2,1,"NV",4.66666666666667,1,4,0,0,0,1,0,0,0,1.3,1,0,0,0,0,1,1,1,1.83333333333333,3.41666666666667,2,3.5,1,3.5,16249,0,0.333333333333333,1,0,0,0
